Grupa	Podgrupa	Šifra	Naziv Latinski	Naziv		Šifra	Naziv engleski
H00-H59	H15-H22	H16	KERATITIS	ZAPALJENJE ROŽNJAČE	1	H16.-	Keratitis
H00-H59	H15-H22	H16.0	ULCUS KORNEAE	GRIZLICA ROŽNJAČE	1	H16.0	Corneal ulcer
H00-H59	H15-H22	H16.1	KERATITISSUPERFICIALIS ALIA, SINE CONJUCTIVITIDE	DRUGO POVRŠINSKO ZAPALJENJE ROŽNJAČE, BEZ ZAPALJENJA VEŽNJAČE	1	H16.1	Other superficial keratitis without conjunctivitis
H00-H59	H15-H22	H16.2	KERATOCONJUCTIVITIS	ZAPALJENJE ROŽNJAČE I VEŽNJAČE	1	H16.2	Keratoconjunctivitis
H00-H59	H15-H22	H16.3	KERATITIS PROFUNDA INTERSTINALIS	DUBOKO ZAPALJENJE ROŽNJAČE	1	H16.3	Interstitial and deep keratitis
H00-H59	H15-H22	H16.4	NEOVASCULARISATIO CORNEALIS	NOVANASTALA VASKULARIZACIJA ROŽNJAČE	1	H16.4	Corneal neovascularization
H00-H59	H15-H22	H16.8	KERATITIS ALIA	DRUGO ZAPALJENJE ROŽNJAČE	1	H16.8	Other keratitis
H00-H59	H15-H22	H16.9	KERATITIS, NON SPECIFICATA	ZAPALJENJE ROŽNJAČE, NEOZNAČENO	1	H16.9	Keratitis, unspecified
H00-H59	H15-H22	H17	CICATRIX ET OPACITAS CORNEAE	OŽILJCI I ZAMUĆENJE ROŽNJAČE	1	H17.-	Corneal scars and opacities
H00-H59	H15-H22	H17.0	LEUCOMA ADHAERENS	ADHERENTNA BIJELA PJEGA	1	H17.0	Adherent leukoma
H00-H59	H15-H22	H17.1	OPACITAS CORNEAE CENTRALIS ALIA	DRUGO CENTRALNO ZAMUĆENJE ROŽNJAČE	1	H17.1	Other central corneal opacity
H00-H59	H15-H22	H17.8	CICATRIX ET OPACITAS CORNEAE ALIA	DRUGI OŽILJCI I ZAMUĆENJE ROŽNJAČE	1	H17.8	Other corneal scars and opacities
H00-H59	H15-H22	H17.9		OŽILJAK I ZAMUĆENJE ROŽNJAČE	1	H17.9	Corneal scar and opacity, unspecified
H00-H59	H15-H22	H18	MORBI CORNEAE ALII	DRUGI POREMEĆAJI ROŽNJAČE	1	H18.-	Other disorders of cornea
H00-H59	H15-H22	H18.0	PIGMENTATIONES ET DEPOSITA CORNEAE	PIGMENTACIJE I NASLAGE NA ROZNJAČI	1	H18.0	Corneal pigmentations and deposits
H00-H59	H15-H22	H18.1	KERATOPATHIA BULLOSA	PLIKOVITO OBOLJENJE ROŽNJAČE	1	H18.1	Bullous keratopathy
H00-H59	H15-H22	H18.2	OEDEMA CORNEAE ALIUD	DRUGI OTOK ROŽNJAČE	1	H18.2	Other corneal oedema
H00-H59	H15-H22	H18.3	MUTATIONES MEMBRANAE CORNEALIS	PROMJENE MEMBRANE ROŽNJAČE	1	H18.3	Changes in corneal membranes
H00-H59	H15-H22	H18.4	DEGENERATIO CORNEAE	DEGENERACIJA ROŽNJAČE	1	H18.4	Corneal degeneration
H00-H59	H15-H22	H18.5	DYETROPHIA CORNEAE CONGENITA	NASLJEDNA DISTROFIJA ROŽNJAČE	1	H18.5	Hereditary corneal dystrophies
H00-H59	H15-H22	H18.6	KERATOCONUS	KUPASTA ROŽNJAČA	1	H18.6	Keratoconus
H00-H59	H15-H22	H18.7	DEFORMATIONIS CORNEALES ALIAE	DRUGE DEFORMACIJE ROŽNJAČE	1	H18.7	Other corneal deformities
H00-H59	H15-H22	H18.8	MORBI CORNEAE SPECIFICATI, ALII	DRUGI OZNAČENI POREMEĆAJI ROŽNJAČE	1	H18.8	Other specified disorders of cornea
H00-H59	H15-H22	H18.9	MORBUS CORNEAE, NON SPECIFICATUS	POREMEĆAJ ROŽNJAČE, NEOZNAČEN	1	H18.9	Disorder of cornea, unspecified
H00-H59	H15-H22	H19*	MORBI SCLERAE ET MORBI CORNEAE IN MORBIS ALIIS	POREMEĆAJ BEONJAČE I ROŽNJAČE U DRUGIM BOLESTIMA	1	H19.-*	Disorders of sclera and cornea in diseases classified elsewhere
H00-H59	H15-H22	H19.0*	SCLERITIS ET EPISCLERITIS IN MORBIS ALIIS	POVRŠINSKA I DUBOKA ZAPALJENJA BEONJAČE U DRUGIM BOLESTIMA	1	H19.0*	Scleritis and episcleritis in diseases classified elsewhere
H00-H59	H15-H22	H19.1*	KERATITIS ET KERATOCONJUCTIVITIS HERPETICA (B00.5+)	HERPESNO ZAPALJENJE ROŽNJAČE I ROŽNJAČE SA VEŽNJAČOM OKA	1	H19.1*	Herpesviral keratitis and keratoconjunctivitis
H00-H59	H15-H22	H19.2*	KERATITIS ET KERATOCONJUCTIVITIS IN MORBIS INFECTIVIS ET MORBIS PARASITARIIS ALIIS	ZAPALJENJE ROŽNJAČE I ZAPALJENJE ROŽNJAČE SA VEZNJACOM OKA U DRUGIM BOLESTIMA	1	H19.2*	Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere
H00-H59	H15-H22	H19.3*	KERATITIS ET KERATOCONJUCTIVITIS IN MORBIS ALIIS	ZAPALJENJE ROŽNJAČE I ROŽNJAČE SA VEŽNJAČOM OKA U DRUGIM BOLESTIMA	1	H19.3*	Keratitis and keratoconjunctivitis in other diseases classified elsewhere
H00-H59	H15-H22	H19.8*	MORBI SCLERAE ET CORNEAE ALII IN MORBIS ALIIS	DRUGE BOLESTI ROŽNJAČE I BEONJAČE U DRUGIM BOLESTIMA	1	H19.8*	Other disorders of sclera and cornea in diseases classified elsewhere
H00-H59	H15-H22	H20	IRIDOCYCLITIS	ZAPALJENJE DUŽICE I ZRAKASTOG TIJELA	1	H20.-	Iridocyclitis
H00-H59	H15-H22	H20.0	IRIDOCYCLITIS ACUTA ET SUBACUTA	AKUTNO I SUBAKUTNO ZAPALJENJE DUŽICE I ZRAKASTOG TIJELA	1	H20.0	Acute and subacute iridocyclitis
H00-H59	H15-H22	H20.1	IRIDOCYCLITIS CHRONICA	HRONIČNO ZAPALJENJE DUŽICE I ZRAKASTOG TIJELA	1	H20.1	Chronic iridocyclitis
H00-H59	H15-H22	H20.2	IRIDOCYCLITIS LENTICA	ZAPALJENJE DUŽICE I ZRAKASTOG TIJELA UZROKOVANO NOŠENJEM SOČIVA	1	H20.2	Lens-induced iridocyclitis
H00-H59	H15-H22	H20.8	IRIDOCYCLITIS ALIA	DRUGO ZAPALJENJE DUŽICE I ZRAKASTOG TIJELA	1	H20.8	Other iridocyclitis
H00-H59	H15-H22	H20.9	IRIDOCYCLITIS, NON SPECIFICATA	ZAPALJENJE DUŽICE I ZRAKASTOG TIJELA, NEOZNAČENO	1	H20.9	Iridocyclitis, unspecified
H00-H59	H15-H22	H21	MORBI IRIDIS ET MORBI CORPORIS CILIARIS ALII	DRUGI POREMAĆAJI DUŽICE I ZRAKASTOG TIJELA	1	H21.-	Other disorders of iris and ciliary body
H00-H59	H15-H22	H21.0	HYPHAEMA	KRV U PREDNJOJ KOMORI OKA	1	H21.0	Hyphaema
H00-H59	H15-H22	H21.1	MORBI IRIDIS ET MORBI CORPORIS CILIARIS VASCULARES ALII	DRUGI POREMEĆAJI KRVNIH SUDOVA DUŽICE I ZRAKASTOG TIJELA	1	H21.1	Other vascular disorders of iris and ciliary body
H00-H59	H15-H22	H21.2	DEGENERATIO IRIDIS ET DEGENERATIO CORPORIS CILIARIS	DEGENERACIJA DUŽICE I ZRAKASTOG TIJELA	1	H21.2	Degeneration of iris and ciliary body
H00-H59	H15-H22	H21.3	CYSTIS IRIDIS, CORPORIS CILIARIS ET CAMERAE OCULI ANTERIORIS	CISTA DUŽICE, ZRAKASTOG TIJELA I PREDNJE KOMORE OKA	1	H21.3	Cyst of iris, ciliary body and anterior chamber
H00-H59	H15-H22	H21.4	MEMBRANAE PUPILLAE	OBOLJENJE MEMBRANE ZENICE	1	H21.4	Pupillary membranes
H00-H59	H15-H22	H21.5	SYNEHIAE ET RUPTURAE IRIDIS ET CORPORIS CILIARIS ALIAE	DRUGE SRASLINE I RASCJEPI DUŽICE I ZRAKASTOG TIJELA	1	H21.5	Other adhesions and disruptions of iris and ciliary body
H00-H59	H15-H22	H21.8	MORBI IRIDIS ET MORBI CORPORIS CILIARIS SPECIFICATI, ALII	DRUGI OZNAČENI POREMEĆAJI DUŽICE I ZRAKASTOG TIJELA	1	H21.8	Other specified disorders of iris and ciliary body
H00-H59	H15-H22	H21.9	MORBUS IRIDIS ET MORBUS CORPORIS CILIARIS, NON SPECIFICATUS	POREMEĆAJ DUŽICE I ZRAKASTOG TIJELA, NEOZNAČEN	1	H21.9	Disorder of iris and ciliary body, unspecified
H00-H59	H15-H22	H22*	MORBI IRIDIS ET MORBI CORPORIS CILIARIS IN MORBIS ALIIS	POREMEĆAJI DUŽICE I ZRAKASTOG TIJELA U DRUGIM BOLESTIMA	1	H22.-*	Disorders of iris and ciliary body in diseases classified elsewhere
H00-H59	H15-H22	H22.0*	IRIDOCYCLITIS IN MORBIS INFECTIVIS ET MORBIS PARASITARIIS ALIIS	ZAPALJENJE DUŽICE I ZRAKASTOG TIJELA U DRUGIM ZARAZNIM I PARAZITARNIM BOLESTIMA	1	H22.0*	Iridocyclitis in infectious and parasitic diseases classified elsewhere
H00-H59	H15-H22	H22.1*	IRIDOCYCLITIS IN MORBIS ALIIS	ZAPALJENJE DUŽICE I ZRAKASTOG TIJELA U DRUGIM BOLESTIMA	1	H22.1*	Iridocyclitis in other diseases classified elsewhere
H00-H59	H15-H22	H22.8*	MORBI IRIDIS ET MORBI CORPORIS CILIARIS ALII IN MORBIS ALIIS	DRUGI POREMEĆAJI DUŽICE I ZRAKASTOG TIJELA U DRUGIM BOLESTIMA	1	H22.8*	Other disorders of iris and ciliary body in diseases classified elsewhere
H00-H59	H25-H28	H25	CATARACTA SENILIS	STARAČKA KATARAKTA	1	H25.-	Senile cataract
H00-H59	H25-H28	H25.0	CATARACTA SENILIS INCIPIENS	POČETNA STARAČKA KATARAKTA	1	H25.0	Senile incipient cataract
H00-H59	H25-H28	H25.1	CATARACTA SENILIS NUCLEARIS	STARAČKA NUKLEARNA KATARAKTA	1	H25.1	Senile nuclear cataract
H00-H59	H25-H28	H25.2	CATARACTA SENILIS MORGAGNI	MORGAGNIJEVA STARAČKA KATARAKTA	1	H25.2	Senile cataract, morgagnian type
H00-H59	H25-H28	H25.8	CATARACTA SENILIS ALIA	DRUGA STARAČKA KATARAKTA	1	H25.8	Other senile cataract
H00-H59	H25-H28	H25.9	CATARACTA SENILIS, NON SPECIFICATA	STARAČKA KATARAKTA, NEOZNAČENA	1	H25.9	Senile cataract, unspecified
H00-H59	H25-H28	H26	CATARACTA ALIA	OSTALA KATARAKTA	1	H26.-	Other cataract
H00-H59	H25-H28	H26.0	CATARACTA INFANTILIS, JUVENILLIS ET PRAESENILIS	KATARAKTA DJECE, MLADIH I ODRASLIH OSOBA	1	H26.0	Infantile, juvenile and presenile cataract
H00-H59	H25-H28	H26.1	CATARACTA TRAUMATICA	KATARAKTA UZROKOVANA POVREDOM	1	H26.1	Traumatic cataract
H00-H59	H25-H28	H26.2	CATARACTA COMPLIKATA	KOMPLIKOVANA KATARAKTA	1	H26.2	Complicated cataract
H00-H59	H25-H28	H26.3	CATARACTA MEDICAMENTOSA	KATARAKTA UZROKOVANA LJEKOVIMA	1	H26.3	Drug-induced cataract
H00-H59	H25-H28	H26.4	CATARACTA SECUNDARIA	SEKUNDARNA KATARAKTA	1	H26.4	After-cataract
H00-H59	H25-H28	H26.8	CATARACTA SPECIFICATA, ALIA	DRUGA OZNAČENA KATARAKTA	1	H26.8	Other specified cataract
H00-H59	H25-H28	H26.9	CATARACTA, NON SPECIFICATA	KATARAKTA, NEOZNAČENA	1	H26.9	Cataract, unspecified
H00-H59	H25-H28	H27	MORBI LENTIS ALII	OSTALI POREMEĆAJI SOČIVA	1	H27.-	Other disorders of lens
H00-H59	H25-H28	H27.0	APHAKIA	NEDOSTATAK SOČIVA OKA	1	H27.0	Aphakia
H00-H59	H25-H28	H27.1	LUXATIO ET SUBLUXATIO LENTIS	ISČAŠENJE SOČIVA OKA	1	H27.1	Dislocation of lens
H00-H59	H25-H28	H27.8	MORBI LENTIS SPECIFICATI, ALII	DRUGI OZNAČENI POREMEĆAJI SOČIVA OKA	1	H27.8	Other specified disorders of lens
H00-H59	H25-H28	H27.9	MORBUS LENTIS, NON SPECIFICATUS	POREMEĆAJ SOČIVA OKA, NEOZNAČEN	1	H27.9	Disorder of lens, unspecified
H00-H59	H25-H28	H28*	CATARACTA ET MORBI LENTIS OCULI ALII IN MORBIS ALIIS	KATARAKTA I DRUGI POREMEĆAJI SOČIVA OKA U DRUGIM BOLESTIMA	1	H28.-*	Cataract and other disorders of lens in diseases classified elsewhere
H00-H59	H25-H28	H28.0*	CATARACTA DIABETICA	KATARAKTA KOD ŠEĆERNE BOLESTI	1	H28.0*	Diabetic cataract
H00-H59	H25-H28	H28.1*	CATARACTA IN MORBIS ENDOCRINIS, NUTRITIONALIBUS ET METABOLICIS ALIIS	KATARAKTA U DRUGIM BOLESTIMA ŽLIJEZDA SA UNUTRAŠNJIM LUČENJEM, BOLESTIMA ISHRANE I METABOLIZMA	1	H28.1*	Cataract in other endocrine, nutritional and metabolic diseases
H00-H59	H25-H28	H28.2*	CATARACTA IN MORBIS ALIIS	KATARAKTA U DRUGIM BOLESTIMA	1	H28.2*	Cataract in other diseases classified elsewhere
H00-H59	H25-H28	H28.8*	MORBI LENTIS OCULI IN MORBIS ALIIS	DRUGI POREMEĆAJI SOČIVA OKA U DRUGIM BOLESTIMA	1	H28.8*	Other disorders of lens in diseases classified elsewhere
H00-H59	H30-H36	H30	CHORIORETINITIS	ZAPALJENJE SUDOVNJAČE I MREŽNJAČE	1	H30.-	Chorioretinal inflammation
H00-H59	H30-H36	H30.0	CHORIORETINITIS FOCALIS	FOKALNO ZAPALJENJE SUDOVNJAČE I MREŽNJAČE	1	H30.0	Focal chorioretinal inflammation
H00-H59	H30-H36	H30.1	CHORIORETINITIS DISSEMINATA	RASIJANO ZAPALJENJE SUDOVNJAČE I MREŽNJAČE	1	H30.1	Disseminated chorioretinal inflammation
H00-H59	H30-H36	H30.2	CYCLITIS POSTERIOR	ZAPALJENJE ZADNJEG DIJELA ZRAKASTOG TIJELA	1	H30.2	Posterior cyclitis
H00-H59	H30-H36	H30.8	CHORIORETINITIS ALIA	DRUGO ZAPALJENJE SUDOVNJAČE I MREŽNJAČE	1	H30.8	Other chorioretinal inflammations
H00-H59	H30-H36	H30.9	CHORIORETINITIS, NON SPECIFICATA	ZAPALJENJE SUDOVNJAČE I MREŽNJAČE, NEOZNAČENO	1	H30.9	Chorioretinal inflammation, unspecified
H00-H59	H30-H36	H31	MORBI CHORIOIDEAE ALII	DRUGI POREMEĆAJI SUDOVNJAČE	1	H31.-	Other disorders of choroid
H00-H59	H30-H36	H31.0	CICATRIX CHORIORETINALIS	OŽILJAK SUDOVNJAČE I MREŽNJAČE	1	H31.0	Chorioretinal scars
H00-H59	H30-H36	H31.1	DEGENERATIO CHORIOIDEALIS	DEGENERACIJA SUDOVNJAČE	1	H31.1	Choroidal degeneration
H00-H59	H30-H36	H31.2	DYSTROPHIA CHORIOIDEALIS HEREDITARIA	NASLJEDNA DISTROFIJA SUDOVNJAČE	1	H31.2	Hereditary choroidal dystrophy
H00-H59	H30-H36	H31.3	HAEMORRHAGIA ET RUPTURA CHORIOIDEAE	KRVARENJE I PRSKANJE SUDOVNJAČE	1	H31.3	Choroidal haemorrhage and rupture
H00-H59	H30-H36	H31.4	ABLATIO CHORIOIDEAE	ODLUBLJIVANJE SUDOVNJAČE	1	H31.4	Choroidal detachment
H00-H59	H30-H36	H31.8	MORBI CHORIOIDEAE SPECIFICATUS, ALII	DRUGI OZNAČENI POREMEĆAJI SUDOVNJAČE	1	H31.8	Other specified disorders of choroid
H00-H59	H30-H36	H31.9	MORBUS CHORIOIDEAE, NON SPECIFICATUS	POREMEĆAJ SUDOVNJAČE, NEOZNAČEN	1	H31.9	Disorder of choroid, unspecified
H00-H59	H30-H36	H32*	MORBI CHORIOIDEAE ET MORBI RETINAE IN MORBIS ALIIS	POREMEĆAJI SUDOVNJAČE I BOLESTI MREŽNJAČE U DRUGIM BOLESTIMA	1	H32.-*	Chorioretinal disorders in diseases classified elsewhere
H00-H59	H30-H36	H32.0*	CHORIORETINITIS IN MORBIS INFECTIVIS ST MORBIS PARAZITARIIS	ZAPALJENJE SUDOVNJAČE I MREŽNJAČE U ZARAZNIM I PARAZITARNIM BOLESTIMA	1	H32.0*	Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere
H00-H59	H30-H36	H32.8*	MORBI CHORIOIDEAE ET MORBI RETINAE ALII IN MORBIS ALIIS	DRUGI POREMEĆAJI SUDOVNJAČE I BOLESTI MREŽNJAČE U DRUGIM BOLESTIMA	1	H32.8*	Other chorioretinal disorders in diseases classified elsewhere
H00-H59	H30-H36	H33	ABLATIO RETINAE ET RUPTURA RETINAE	ODLUBLJENJE I RASCJEP MREŽNJAČE	1	H33.-	Retinal detachments and breaks
H00-H59	H30-H36	H33.0	ABLATIO RETINAE CUM RUPTURA	ODLUBLJENJE MREŽNJAČE SA RASCJEPOM	1	H33.0	Retinal detachment with retinal break
H00-H59	H30-H36	H33.1	RETINOSCHISIS ET CYSTIS RETINAE	RASCJEP I CISTA MREŽNJAČE	1	H33.1	Retinoschisis and retinal cysts
H00-H59	H30-H36	H33.2	ABLATIO RETINAE SEROSA	SEROZNA ODLJUBLJENOST MREŽNJAČE	1	H33.2	Serous retinal detachment
H00-H59	H30-H36	H33.3	RUPTURA RETINAE SINE ABLATIONE	RASCJEP MREŽNJAČE BEZ ODLUBLJENOSTI	1	H33.3	Retinal breaks without detachment
H00-H59	H30-H36	H33.4	ABLATIO RETINAE TRACTIONALIS	TRAKCIONO ODLUBLJENJE MREŽNJAČE	1	H33.4	Traction detachment of retina
H00-H59	H30-H36	H33.5	ABLATIONES RETINAE ALIAE	DRUGA ODLUBLJENJA MREŽNJAČE	1	H33.5	Other retinal detachments
H00-H59	H30-H36	H34	OCCLUSIO RETINAE VASCULARIS	OKLUZIJE KRVNIH SUD MREŽNJAČE	1	H34.-	Retinal vascular occlusions
H00-H59	H30-H36	H34.0	OCCLUSIO ARTERIAE RETINAE TRANSITIVA	PROLAZNA OKLUZIJA ARTERIJE MREŽNJAČE	1	H34.0	Transient retinal artery occlusion
H00-H59	H30-H36	H34.1	OCCLUSIO ARTERIAE RETINAE CENTRALIS	OKLUZIJA CENTRALNE ARTERIJE MREŽNJAČE	1	H34.1	Central retinal artery occlusion
H00-H59	H30-H36	H34.2	OCCLUSIO ARTERIAE RETINAE ALIA	DRUGE OKLUZIJA ARTERIJE MREŽNJAČE	1	H34.2	Other retinal artery occlusions
H00-H59	H30-H36	H34.8	OCCLUSIONES RETINAE VASCULARIS ALIAE	DRUGE OKLUZIJE KRVNIH SUDOVA MREŽNJAČE	1	H34.8	Other retinal vascular occlusions
H00-H59	H30-H36	H34.9	OCCLUSIO RETINAE VASCULARIS, NON SPECIFICATA	OKLUZIJA KRVNIH SUDOVA MREŽNJAČE, NEOZNAČENA	1	H34.9	Retinal vascular occlusion, unspecified
H00-H59	H30-H36	H35	MORBI RETINAE ALII	DRUGI POREMEĆAJI MREŽNJAČE	1	H35.-	Other retinal disorders
H00-H59	H30-H36	H35.0	RETINOPATHIA ET ANGIOPATHIA RETINAE	RETINOPATIJA I PROMJENE NA KRVNIM SUDOVIMA MREŽNJAČE	1	H35.0	Background retinopathy and retinal vascular changes
H00-H59	H30-H36	H35.1	RETINOPATHIA PRAEMATURI	RETINOPATIJA NEDONOŠČETA	1	H35.1	Retinopathy of prematurity
H00-H59	H30-H36	H35.2	RETINOPATHIA PROLIFERATIVA ALIA	DRUGA PROLIFERATIVNA RETINOPATIJA	1	H35.2	Other proliferative retinopathy
H00-H59	H30-H36	H35.3	DEGENERATIO MASCULAE LUTEAE ET POLI RETINAE POSTERIORIS	DEGENERACIJA ŽUTE MRLJE I ZADNJEG POLA MREŽNJAČE	1	H35.3	Degeneration of macula and posterior pole
H00-H59	H30-H36	H35.4	DEGENERATIO RETINAE PERIPHERICA	PERIFERNA DEGENERACIJA MREŽNJAČE	1	H35.4	Peripheral retinal degeneration
H00-H59	H30-H36	H35.5	DISTROPHIA RETINAE HEREDITARIA	NASLJEDNA DISTROFIJA MREŽNJAČE	1	H35.5	Hereditary retinal dystrophy
H00-H59	H30-H36	H35.6	HAEMORRHAGIA RETINAE	KRVARENJE MREŽNJAČE	1	H35.6	Retinal haemorrhage
H00-H59	H30-H36	H35.7	SEPARATIO STRATORUM RETINAE	RAZDVAJANJE SLOJEVA MREŽNJAČE	1	H35.7	Separation of retinal layers
H00-H59	H30-H36	H35.8	MORBI RETINAE SPECIFICATI, ALII	DRUGI OZNAČENI POREMEĆAJI MREŽNJAČE	1	H35.8	Other specified retinal disorders
H00-H59	H30-H36	H35.9	MORBUS RETINAE, NON  SPECIFICATUS	POREMEĆAJ MREŽNJAČE, NEOZNAČEN	1	H35.9	Retinal disorder, unspecified
H00-H59	H30-H36	H36*	MORBI RETINAE IN MORBIS ALIIS	POREMEĆAJI MREŽNJAČE U DRUGIM BOLESTIMA	1	H36.-*	Retinal disorders in diseases classified elsewhere
H00-H59	H30-H36	H36.0*	RETINOPATHIA DIABETICA (E10-E14+)	RETINOPATIJA KOD ŠEĆERNE BOLESTI	1	H36.0*	Diabetic retinopathy
H00-H59	H30-H36	H36.8*	MORBI RETINAE ALII IN MORBIS ALIIS	DRUGI POREMEĆAJI MREŽNJAČE U DRUGIM BOLESTIMA	1	H36.8*	Other retinal disorders in diseases classified elsewhere
H00-H59	H40-H42	H40	GLAUCOMA	GLAUKOM	1	H40.-	Glaucoma
H00-H59	H40-H42	H40.0	GLAUCOMA SUSPECTUM	SUMNJA NA GLAUKOM	1	H40.0	Glaucoma suspect
H00-H59	H40-H42	H40.1	GLAUCOMA ANGULI APERTI PRIMARIUM	PRIMARNI GLAUKOM OTVORENOG UGLA	1	H40.1	Primary open-angle glaucoma
H00-H59	H40-H42	H40.2	GLAUCOMA ANGULI CLAUSI PRIMARIUM	PRIMARNI GLAUKOM ZATVORENOG UGLA	1	H40.2	Primary angle-closure glaucoma
H00-H59	H40-H42	H40.3	GLAUCOMA OCULI TRAUMATICUM SECUNDARIUM	SEKUNDARNI GLAUKOM ZBOG POVREDE	1	H40.3	Glaucoma secondary to eye trauma
H00-H59	H40-H42	H40.4	GLAUCOMA SECUNDARIUM POST INFLAMMATIONEM OCULI	SEKUNDARNI GLAUKOM POSLIJE ZAPALJENJA OKA	1	H40.4	Glaucoma secondary to eye inflammation
H00-H59	H40-H42	H40.5	GLAUCOMA SECUNDARIUM POST MORBOS OCULI ALIOS	SEKUNDARNI GLAUKOM POSLIJE DRUGIH POREMEĆAJA OKA	1	H40.5	Glaucoma secondary to other eye disorders
H00-H59	H40-H42	H40.6	GLAUCOMA MEDICAMENTOSUM	SEKUNDARNI GLAUKOM UZROKOVANA LJEKOVIMA	1	H40.6	Glaucoma secondary to drugs
H00-H59	H40-H42	H40.8	GLAUCOMA ALUID	DRUGI GLAUKOM	1	H40.8	Other glaucoma
H00-H59	H40-H42	H40.9	GLAUCOMA, NON SPECIFICATUM	GLAUKOM, NEOZNAČEN	1	H40.9	Glaucoma, unspecified
H00-H59	H40-H42	H42*	GLAUCOMA IN MORBIS ALIIS	GLAUKOM U DRUGIM BOLESTIMA	1	H42.-*	Glaucoma in diseases classified elsewhere
H00-H59	H40-H42	H42.0	GLAUCOMA IN MORBIS ENDOCRINIS, NUTRITIONALIBUS ET METABOLICIS	GLAUKOM U BOLESTIMA ŽLIJEZDA SA UNUTRAŠNJIM LUČENJEM, BOLESTIMA ISHRANE I METABOLIZMA	1	H42.0	Glaucoma in endocrine, nutritional and metabolic diseases
H00-H59	H40-H42	H42.8*	GLAUCOMA IN MORBIS ALIIS	GLAUKOM U DRUGIM BOLESTIMA	1	H42.8*	Glaucoma in other diseases classified elsewhere
H00-H59	H43-H45	H43	MORBI CORPORIS VITREI	POREMEĆAJI STAKLASTOG TIJELA	1	H43.-	Disorders of vitreous body
H00-H59	H43-H45	H43.0	PROLAPSUS CORPORIS VITREI	PROLAPS STAKLASTOG TIJELA	1	H43.0	Vitreous prolapse
H00-H59	H43-H45	H43.1	HAEMORRHAGIA CORPORIS VITREI	KRVARENJE U STAKLASTOM TIJELU	1	H43.1	Vitreous haemorrhage
H00-H59	H43-H45	H43.2	DEPOSITA CORPORIS VITREI CRYSTALLINAE	KRISTALNE NASLAGE U STAKLASTOM TIJELU	1	H43.2	Crystalline deposits in vitreous body
H00-H59	H43-H45	H43.3	OPACITATES CORPORIS VITREI ALIAE	DRUGA ZAMUĆENJA STAKLASTOG TIJELA	1	H43.3	Other vitreous opacities
H00-H59	H43-H45	H43.8	MORBI CORPORIS VITREI ALII	DRUGI POREMEĆAJI STAKLASTOG TIJELA	1	H43.8	Other disorders of vitreous body
H00-H59	H43-H45	H43.9	MORBUS CORPORIS VITREI, NON SPECIFICATUS	POREMEĆAJ STAKLASTOG TIJELA, NEOZNAČEN	1	H43.9	Disorder of vitreous body, unspecified
H00-H59	H43-H45	H44	MORBI BULBI OCULI	POREMEĆAJI OČNE JABUČICE	1	H44.-	Disorders of globe
H00-H59	H43-H45	H44.0	ENDOPHTHALMITIS PURULENTA	GNOJNO ZAPALJENJE UNUTRAŠNJEG TKIVA OČNE JABUČICE	1	H44.0	Purulent endophthalmitis
H00-H59	H43-H45	H44.1	ENDOPHTHALMITIDES ALIAE	DRUGA ZAPALJENJA UNUTRAŠNJEG TKIVA OČNE JABUČICE	1	H44.1	Other endophthalmitis
H00-H59	H43-H45	H44.2	MYOPIA DEGENERATIVA	DEGENERATIVNA KRATKOVIDOST	1	H44.2	Degenerative myopia
H00-H59	H43-H45	H44.3	MORBI OCULI DEGENERATIVI ALII	DRUGI DEGENERATIVNI POREMEĆAJI OČNE JABUČICE	1	H44.3	Other degenerative disorders of globe
H00-H59	H43-H45	H44.4	HYPOTHONIA OCULI	SNIZEN OČNI PRITISAK	1	H44.4	Hypotony of eye
H00-H59	H43-H45	H44.5	DEGENERATIONES BULBI OCULI	DEGENERATIVNA STANJA OČNE JABUČICE	1	H44.5	Degenerated conditions of globe
H00-H59	H43-H45	H44.6	CORPUS ALIENUM MAGNETICUM INTRAOCULARE CHRONICUM	ZAOSTALO MAGNETNO STRANO TIJELO U OKU	1	H44.6	Retained (old) intraocular foreign body, magnetic
H00-H59	H43-H45	H44.7	CORPUS ALIENUM NON MAGNETICUM INTRAOCULARE CHRONICUM	ZAOSTALO NEMAGNETNO STRANO TIJELO U OKU	1	H44.7	Retained (old) intraocular foreign body, nonmagnetic
H00-H59	H43-H45	H44.8	MORBI BULBI OCULI ALII	DRUGI POREMEĆAJI OČNE JABUČICE	1	H44.8	Other disorders of globe
H00-H59	H43-H45	H44.9	MORBI BULBI OCULI, NON SPECIFICATUS	POREMEĆAJ OČNE JABUČICE, NEOZNAČEN	1	H44.9	Disorder of globe, unspecified
H00-H59	H43-H45	H45*	MORBI CORPORIS VITREI ET MORBI BULBI OCULI IN MORBIS ALIIS	POREMEĆAJI STAKLASTOG TIJELA I OČNE JABUČICE U DRUGIM BOLESTIMA	1	H45.-*	Disorders of vitreous body and globe in diseases classified elsewhere
H00-H59	H43-H45	H45.0*	HAEMORRHAGIA CORPORIS VITREI IN MORBIS	KRVARENJE U STAKLASTOM TIJELU U DRUGIM BOLESTIMA	1	H45.0*	Vitreous haemorrhage in diseases classified elsewhere
